origin_airport;destination_airport;image_url;image_tag;description;url;origin_city;destination_city;price_oneway;price_round;applink;route;priority;origin_country_2lc;destination_country_2lc;origin_location_id;origin_slug;destination_location_id;destination_slug;origin_city_en;destination_city_en;origin_country;origin_country_en;destination_country;destination_country_en;cheap_landing_page_url;search_results_url_oneway;search_results_url_return;currency;language
PRG;SID;https://images.kiwi.com/photos/1280x720/sal_cv.jpg;Sal, travel destination, city;Praha - Sal;https://kiwi.com/cz/hledej/results/praha-cesko/sal-kapverdy;Praha;Sal;4335 CZK;8940 CZK;;PRG-SID;;CZ;CV;prague_cz;praha-cesko;sal_cv;sal-kapverdy;Prague;Sal;Česko;Czechia;Kapverdy;Cape Verde;https://www.kiwi.com/cz/cheap-flights/praha-cesko/sal-kapverdy/;https://www.kiwi.com/cz/hledej/results/praha-cesko/sal-kapverdy/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/sal-kapverdy/anytime;CZK;cz
OSR;NAP;https://images.kiwi.com/photos/1280x720/naples_it.jpg;Neapol, travel destination, city;Ostrava - Neapol;https://kiwi.com/cz/hledej/results/ostrava-cesko/neapol-italie;Ostrava;Neapol;2008 CZK;3307 CZK;;OSR-NAP;;CZ;IT;ostrava_cz;ostrava-cesko;naples_it;neapol-italie;Ostrava;Naples;Česko;Czechia;Itálie;Italy;https://www.kiwi.com/cz/cheap-flights/ostrava-cesko/neapol-italie/;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/neapol-italie/anytime/no-return;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/neapol-italie/anytime;CZK;cz
PRG;MPL;https://images.kiwi.com/photos/1280x720/montpellier_fr.jpg;Montpellier, travel destination, city;Praha - Montpellier;https://kiwi.com/cz/hledej/results/praha-cesko/montpellier-francie;Praha;Montpellier;1298 CZK;3380 CZK;;PRG-MPL;;CZ;FR;prague_cz;praha-cesko;montpellier_fr;montpellier-francie;Prague;Montpellier;Česko;Czechia;Francie;France;https://www.kiwi.com/cz/cheap-flights/praha-cesko/montpellier-francie/;https://www.kiwi.com/cz/hledej/results/praha-cesko/montpellier-francie/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/montpellier-francie/anytime;CZK;cz
PRG;MAH;https://images.kiwi.com/photos/1280x720/minorca_es.jpg;Menorca, travel destination, city;Praha - Menorca;https://kiwi.com/cz/hledej/results/praha-cesko/menorca-spanelsko;Praha;Menorca;1323 CZK;2572 CZK;;PRG-MAH;;CZ;ES;prague_cz;praha-cesko;minorca_es;menorca-spanelsko;Prague;Menorca;Česko;Czechia;Španělsko;Spain;https://www.kiwi.com/cz/cheap-flights/praha-cesko/menorca-spanelsko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/menorca-spanelsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/menorca-spanelsko/anytime;CZK;cz
PRG;BRC;https://images.kiwi.com/photos/1280x720/bariloche_rn_ar.jpg;San Carlos de Bariloche, travel destination, city;Praha - San Carlos de Bariloche;https://kiwi.com/cz/hledej/results/praha-cesko/san-carlos-de-bariloche-argentina;Praha;San Carlos de Bariloche;9847 CZK;27286 CZK;;PRG-BRC;;CZ;AR;prague_cz;praha-cesko;bariloche_rn_ar;san-carlos-de-bariloche-argentina;Prague;Bariloche;Česko;Czechia;Argentina;Argentina;https://www.kiwi.com/cz/cheap-flights/praha-cesko/san-carlos-de-bariloche-argentina/;https://www.kiwi.com/cz/hledej/results/praha-cesko/san-carlos-de-bariloche-argentina/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/san-carlos-de-bariloche-argentina/anytime;CZK;cz
PRG;MPH;https://images.kiwi.com/photos/1280x720/caticlan_ph.jpg;Caticlan, travel destination, city;Praha - Caticlan;https://kiwi.com/cz/hledej/results/praha-cesko/caticlan-filipiny;Praha;Caticlan;11757 CZK;21677 CZK;;PRG-MPH;;CZ;PH;prague_cz;praha-cesko;caticlan_ph;caticlan-filipiny;Prague;Caticlan;Česko;Czechia;Filipíny;Philippines;https://www.kiwi.com/cz/cheap-flights/praha-cesko/caticlan-filipiny/;https://www.kiwi.com/cz/hledej/results/praha-cesko/caticlan-filipiny/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/caticlan-filipiny/anytime;CZK;cz
BRQ;HRG;https://images.kiwi.com/photos/1280x720/hurghada_eg.jpg;Hurghada, travel destination, city;Brno - Hurghada;https://kiwi.com/cz/hledej/results/brno-cesko/hurghada-egypt;Brno;Hurghada;2131 CZK;6564 CZK;;BRQ-HRG;;CZ;EG;brno_cz;brno-cesko;hurghada_eg;hurghada-egypt;Brno;Hurghada;Česko;Czechia;Egypt;Egypt;https://www.kiwi.com/cz/cheap-flights/brno-cesko/hurghada-egypt/;https://www.kiwi.com/cz/hledej/results/brno-cesko/hurghada-egypt/anytime/no-return;https://www.kiwi.com/cz/hledej/results/brno-cesko/hurghada-egypt/anytime;CZK;cz
OSR;KRK;https://images.kiwi.com/photos/1280x720/krakow_pl.jpg;Krakov, travel destination, city;Ostrava - Krakov;https://kiwi.com/cz/hledej/results/ostrava-cesko/krakov-polsko;Ostrava;Krakov;1323 CZK;2351 CZK;;OSR-KRK;;CZ;PL;ostrava_cz;ostrava-cesko;krakow_pl;krakov-polsko;Ostrava;Kraków;Česko;Czechia;Polsko;Poland;https://www.kiwi.com/cz/cheap-flights/ostrava-cesko/krakov-polsko/;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/krakov-polsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/krakov-polsko/anytime;CZK;cz
BRQ;NRT;https://images.kiwi.com/photos/1280x720/tokyo_jp.jpg;Tokio, travel destination, city;Brno - Tokio;https://kiwi.com/cz/hledej/results/brno-cesko/prefektura-tokio-japonsko;Brno;Tokio;12884 CZK;20379 CZK;;BRQ-NRT;;CZ;JP;brno_cz;brno-cesko;tokyo_jp;prefektura-tokio-japonsko;Brno;Tokyo;Česko;Czechia;Japonsko;Japan;https://www.kiwi.com/cz/cheap-flights/brno-cesko/prefektura-tokio-japonsko/;https://www.kiwi.com/cz/hledej/results/brno-cesko/prefektura-tokio-japonsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/brno-cesko/prefektura-tokio-japonsko/anytime;CZK;cz
PRG;VNO;https://images.kiwi.com/photos/1280x720/vilnius_lt.jpg;Vilnius, travel destination, city;Praha - Vilnius;https://kiwi.com/cz/hledej/results/praha-cesko/vilnius-litva;Praha;Vilnius;1078 CZK;1592 CZK;;PRG-VNO;;CZ;LT;prague_cz;praha-cesko;vilnius_lt;vilnius-litva;Prague;Vilnius;Česko;Czechia;Litva;Lithuania;https://www.kiwi.com/cz/cheap-flights/praha-cesko/vilnius-litva/;https://www.kiwi.com/cz/hledej/results/praha-cesko/vilnius-litva/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/vilnius-litva/anytime;CZK;cz
PRG;KUL;https://images.kiwi.com/photos/1280x720/kuala-lumpur_my.jpg;Kuala Lumpur, travel destination, city;Praha - Kuala Lumpur;https://kiwi.com/cz/hledej/results/praha-cesko/kuala-lumpur-malajsie;Praha;Kuala Lumpur;9087 CZK;12124 CZK;;PRG-KUL;;CZ;MY;prague_cz;praha-cesko;kuala-lumpur_my;kuala-lumpur-malajsie;Prague;Kuala Lumpur;Česko;Czechia;Malajsie;Malaysia;https://www.kiwi.com/cz/cheap-flights/praha-cesko/kuala-lumpur-malajsie/;https://www.kiwi.com/cz/hledej/results/praha-cesko/kuala-lumpur-malajsie/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/kuala-lumpur-malajsie/anytime;CZK;cz
PRG;LEI;https://images.kiwi.com/photos/1280x720/almeria_es.jpg;Almería, travel destination, city;Praha - Almería;https://kiwi.com/cz/hledej/results/praha-cesko/almeria-spanelsko;Praha;Almería;2572 CZK;4605 CZK;;PRG-LEI;;CZ;ES;prague_cz;praha-cesko;almeria_es;almeria-spanelsko;Prague;Almería;Česko;Czechia;Španělsko;Spain;https://www.kiwi.com/cz/cheap-flights/praha-cesko/almeria-spanelsko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/almeria-spanelsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/almeria-spanelsko/anytime;CZK;cz
PRG;CRK;https://images.kiwi.com/photos/1280x720/angeles_ph.jpg;Angeles, travel destination, city;Praha - Angeles;https://kiwi.com/cz/hledej/results/praha-cesko/angeles-filipiny;Praha;Angeles;7765 CZK;20697 CZK;;PRG-CRK;;CZ;PH;prague_cz;praha-cesko;angeles_ph;angeles-filipiny;Prague;Angeles;Česko;Czechia;Filipíny;Philippines;https://www.kiwi.com/cz/cheap-flights/praha-cesko/angeles-filipiny/;https://www.kiwi.com/cz/hledej/results/praha-cesko/angeles-filipiny/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/angeles-filipiny/anytime;CZK;cz
BRQ;LAX;https://images.kiwi.com/photos/1280x720/los-angeles_ca_us.jpg;Los Angeles, travel destination, city;Brno - Los Angeles;https://kiwi.com/cz/hledej/results/brno-cesko/los-angeles-california-spojene-staty;Brno;Los Angeles;9185 CZK;17170 CZK;;BRQ-LAX;;CZ;US;brno_cz;brno-cesko;los-angeles_ca_us;los-angeles-california-spojene-staty;Brno;Los Angeles;Česko;Czechia;Spojené státy;United States;https://www.kiwi.com/cz/cheap-flights/brno-cesko/los-angeles-california-spojene-staty/;https://www.kiwi.com/cz/hledej/results/brno-cesko/los-angeles-california-spojene-staty/anytime/no-return;https://www.kiwi.com/cz/hledej/results/brno-cesko/los-angeles-california-spojene-staty/anytime;CZK;cz
PRG;CWB;https://images.kiwi.com/photos/1280x720/curitiba_pr_br.jpg;Curitiba, travel destination, city;Praha - Curitiba;https://kiwi.com/cz/hledej/results/praha-cesko/curitiba-parana-brazilie;Praha;Curitiba;11120 CZK;20207 CZK;;PRG-CWB;;CZ;BR;prague_cz;praha-cesko;curitiba_pr_br;curitiba-parana-brazilie;Prague;Curitiba;Česko;Czechia;Brazílie;Brazil;https://www.kiwi.com/cz/cheap-flights/praha-cesko/curitiba-parana-brazilie/;https://www.kiwi.com/cz/hledej/results/praha-cesko/curitiba-parana-brazilie/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/curitiba-parana-brazilie/anytime;CZK;cz
PRG;JFK;https://images.kiwi.com/photos/1280x720/new-york-city_ny_us.jpg;New York, travel destination, city;Praha - New York;https://kiwi.com/cz/hledej/results/praha-cesko/new-york-new-york-spojene-staty;Praha;New York;6956 CZK;9969 CZK;;PRG-JFK;;CZ;US;prague_cz;praha-cesko;new-york-city_ny_us;new-york-new-york-spojene-staty;Prague;New York;Česko;Czechia;Spojené státy;United States;https://www.kiwi.com/cz/cheap-flights/praha-cesko/new-york-new-york-spojene-staty/;https://www.kiwi.com/cz/hledej/results/praha-cesko/new-york-new-york-spojene-staty/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/new-york-new-york-spojene-staty/anytime;CZK;cz
PRG;KUN;https://images.kiwi.com/photos/1280x720/kaunas_lt.jpg;Kaunas, travel destination, city;Praha - Kaunas;https://kiwi.com/cz/hledej/results/praha-cesko/kaunas-litva;Praha;Kaunas;2155 CZK;3797 CZK;;PRG-KUN;;CZ;LT;prague_cz;praha-cesko;kaunas_lt;kaunas-litva;Prague;Kaunas;Česko;Czechia;Litva;Lithuania;https://www.kiwi.com/cz/cheap-flights/praha-cesko/kaunas-litva/;https://www.kiwi.com/cz/hledej/results/praha-cesko/kaunas-litva/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/kaunas-litva/anytime;CZK;cz
PRG;LJU;https://images.kiwi.com/photos/1280x720/ljubljana_si.jpg;Lublaň, travel destination, city;Praha - Lublaň;https://kiwi.com/cz/hledej/results/praha-cesko/lublan-slovinsko;Praha;Lublaň;1813 CZK;5340 CZK;;PRG-LJU;;CZ;SI;prague_cz;praha-cesko;ljubljana_si;lublan-slovinsko;Prague;Ljubljana;Česko;Czechia;Slovinsko;Slovenia;https://www.kiwi.com/cz/cheap-flights/praha-cesko/lublan-slovinsko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/lublan-slovinsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/lublan-slovinsko/anytime;CZK;cz
PRG;UVF;https://images.kiwi.com/photos/1280x720/saint-lucia_lc.jpg;Millet, travel destination, city;Praha - Millet;https://kiwi.com/cz/hledej/results/praha-cesko/millet-svata-lucie;Praha;Millet;10557 CZK;22118 CZK;;PRG-UVF;;CZ;LC;prague_cz;praha-cesko;saint-lucia_lc;millet-svata-lucie;Prague;Saint Lucia;Česko;Czechia;Svatá Lucie;St. Lucia;https://www.kiwi.com/cz/cheap-flights/praha-cesko/millet-svata-lucie/;https://www.kiwi.com/cz/hledej/results/praha-cesko/millet-svata-lucie/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/millet-svata-lucie/anytime;CZK;cz
BRQ;BKK;https://images.kiwi.com/photos/1280x720/bangkok_th.jpg;Bangkok, travel destination, city;Brno - Bangkok;https://kiwi.com/cz/hledej/results/brno-cesko/bangkok-thajsko;Brno;Bangkok;8867 CZK;18419 CZK;;BRQ-BKK;;CZ;TH;brno_cz;brno-cesko;bangkok_th;bangkok-thajsko;Brno;Bangkok;Česko;Czechia;Thajsko;Thailand;https://www.kiwi.com/cz/cheap-flights/brno-cesko/bangkok-thajsko/;https://www.kiwi.com/cz/hledej/results/brno-cesko/bangkok-thajsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/brno-cesko/bangkok-thajsko/anytime;CZK;cz
PRG;RMF;https://images.kiwi.com/photos/1280x720/marsa-alam_eg.jpg;Marsá Alam, travel destination, city;Praha - Marsá Alam;https://kiwi.com/cz/hledej/results/praha-cesko/marsa-alam-egypt;Praha;Marsá Alam;1421 CZK;4188 CZK;;PRG-RMF;;CZ;EG;prague_cz;praha-cesko;marsa-alam_eg;marsa-alam-egypt;Prague;Marsa Alam;Česko;Czechia;Egypt;Egypt;https://www.kiwi.com/cz/cheap-flights/praha-cesko/marsa-alam-egypt/;https://www.kiwi.com/cz/hledej/results/praha-cesko/marsa-alam-egypt/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/marsa-alam-egypt/anytime;CZK;cz
PRG;CGK;https://images.kiwi.com/photos/1280x720/jakarta_id.jpg;Jakarta, travel destination, city;Praha - Jakarta;https://kiwi.com/cz/hledej/results/praha-cesko/jakarta-indonesie;Praha;Jakarta;8499 CZK;19791 CZK;;PRG-CGK;;CZ;ID;prague_cz;praha-cesko;jakarta_id;jakarta-indonesie;Prague;Jakarta;Česko;Czechia;Indonésie;Indonesia;https://www.kiwi.com/cz/cheap-flights/praha-cesko/jakarta-indonesie/;https://www.kiwi.com/cz/hledej/results/praha-cesko/jakarta-indonesie/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/jakarta-indonesie/anytime;CZK;cz
PRG;CRL;https://images.kiwi.com/photos/1280x720/brussels_be.jpg;Brusel, travel destination, city;Praha - Brusel;https://kiwi.com/cz/hledej/results/praha-cesko/brusel-belgie;Praha;Brusel;343 CZK;784 CZK;;PRG-CRL;;CZ;BE;prague_cz;praha-cesko;brussels_be;brusel-belgie;Prague;Brussels;Česko;Czechia;Belgie;Belgium;https://www.kiwi.com/cz/cheap-flights/praha-cesko/brusel-belgie/;https://www.kiwi.com/cz/hledej/results/praha-cesko/brusel-belgie/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/brusel-belgie/anytime;CZK;cz
BRQ;KIV;https://images.kiwi.com/photos/1280x720/chisinau_md.jpg;Kišiněv, travel destination, city;Brno - Kišiněv;https://kiwi.com/cz/hledej/results/brno-cesko/kisinev-moldavsko;Brno;Kišiněv;1813 CZK;3405 CZK;;BRQ-KIV;;CZ;MD;brno_cz;brno-cesko;chisinau_md;kisinev-moldavsko;Brno;Chișinău;Česko;Czechia;Moldavsko;Moldova;https://www.kiwi.com/cz/cheap-flights/brno-cesko/kisinev-moldavsko/;https://www.kiwi.com/cz/hledej/results/brno-cesko/kisinev-moldavsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/brno-cesko/kisinev-moldavsko/anytime;CZK;cz
PRG;SXB;https://images.kiwi.com/photos/1280x720/strasbourg_fr.jpg;Štrasburk, travel destination, city;Praha - Štrasburk;https://kiwi.com/cz/hledej/results/praha-cesko/strasburk-francie;Praha;Štrasburk;1715 CZK;3184 CZK;;PRG-SXB;;CZ;FR;prague_cz;praha-cesko;strasbourg_fr;strasburk-francie;Prague;Strasbourg;Česko;Czechia;Francie;France;https://www.kiwi.com/cz/cheap-flights/praha-cesko/strasburk-francie/;https://www.kiwi.com/cz/hledej/results/praha-cesko/strasburk-francie/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/strasburk-francie/anytime;CZK;cz
PRG;POS;https://images.kiwi.com/photos/1280x720/port-of-spain_tt.jpg;Port of Spain, travel destination, city;Praha - Port of Spain;https://kiwi.com/cz/hledej/results/praha-cesko/port-of-spain-trinidad-a-tobago;Praha;Port of Spain;12761 CZK;22191 CZK;;PRG-POS;;CZ;TT;prague_cz;praha-cesko;port-of-spain_tt;port-of-spain-trinidad-a-tobago;Prague;Port of Spain;Česko;Czechia;Trinidad a Tobago;Trinidad & Tobago;https://www.kiwi.com/cz/cheap-flights/praha-cesko/port-of-spain-trinidad-a-tobago/;https://www.kiwi.com/cz/hledej/results/praha-cesko/port-of-spain-trinidad-a-tobago/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/port-of-spain-trinidad-a-tobago/anytime;CZK;cz
PRG;GNB;https://images.kiwi.com/photos/1280x720/grenoble_fr.jpg;Grenoble, travel destination, city;Praha - Grenoble;https://kiwi.com/cz/hledej/results/praha-cesko/grenoble-francie;Praha;Grenoble;1813 CZK;3478 CZK;;PRG-GNB;;CZ;FR;prague_cz;praha-cesko;grenoble_fr;grenoble-francie;Prague;Grenoble;Česko;Czechia;Francie;France;https://www.kiwi.com/cz/cheap-flights/praha-cesko/grenoble-francie/;https://www.kiwi.com/cz/hledej/results/praha-cesko/grenoble-francie/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/grenoble-francie/anytime;CZK;cz
PRG;CND;https://images.kiwi.com/photos/1280x720/constanta_ro.jpg;Constanța, travel destination, city;Praha - Constanța;https://kiwi.com/cz/hledej/results/praha-cesko/constanta-rumunsko;Praha;Constanța;1935 CZK;3748 CZK;;PRG-CND;;CZ;RO;prague_cz;praha-cesko;constanta_ro;constanta-rumunsko;Prague;Constanța;Česko;Czechia;Rumunsko;Romania;https://www.kiwi.com/cz/cheap-flights/praha-cesko/constanta-rumunsko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/constanta-rumunsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/constanta-rumunsko/anytime;CZK;cz
PRG;JNB;https://images.kiwi.com/photos/1280x720/johannesburg_za.jpg;Johannesburg, travel destination, city;Praha - Johannesburg;https://kiwi.com/cz/hledej/results/praha-cesko/johannesburg-jihoafricka-republika;Praha;Johannesburg;8303 CZK;15529 CZK;;PRG-JNB;;CZ;ZA;prague_cz;praha-cesko;johannesburg_za;johannesburg-jihoafricka-republika;Prague;Johannesburg;Česko;Czechia;Jihoafrická republika;South Africa;https://www.kiwi.com/cz/cheap-flights/praha-cesko/johannesburg-jihoafricka-republika/;https://www.kiwi.com/cz/hledej/results/praha-cesko/johannesburg-jihoafricka-republika/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/johannesburg-jihoafricka-republika/anytime;CZK;cz
OSR;CFU;https://images.kiwi.com/photos/1280x720/corfu_gr.jpg;Korfu, travel destination, city;Ostrava - Korfu;https://kiwi.com/cz/hledej/results/ostrava-cesko/korfu-recko;Ostrava;Korfu;2474 CZK;5193 CZK;;OSR-CFU;;CZ;GR;ostrava_cz;ostrava-cesko;corfu_gr;korfu-recko;Ostrava;Corfu;Česko;Czechia;Řecko;Greece;https://www.kiwi.com/cz/cheap-flights/ostrava-cesko/korfu-recko/;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/korfu-recko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/korfu-recko/anytime;CZK;cz
PRG;ZAG;https://images.kiwi.com/photos/1280x720/zagreb_hr.jpg;Záhřeb, travel destination, city;Praha - Záhřeb;https://kiwi.com/cz/hledej/results/praha-cesko/zahreb-chorvatsko;Praha;Záhřeb;1151 CZK;1960 CZK;;PRG-ZAG;;CZ;HR;prague_cz;praha-cesko;zagreb_hr;zahreb-chorvatsko;Prague;Zagreb;Česko;Czechia;Chorvatsko;Croatia;https://www.kiwi.com/cz/cheap-flights/praha-cesko/zahreb-chorvatsko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/zahreb-chorvatsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/zahreb-chorvatsko/anytime;CZK;cz
PRG;XSP;https://images.kiwi.com/photos/1280x720/seletar_sg.jpg;Seletar, travel destination, city;Praha - Seletar;https://kiwi.com/cz/hledej/results/praha-cesko/seletar-singapur;Praha;Seletar;9357 CZK;18346 CZK;;PRG-XSP;;CZ;SG;prague_cz;praha-cesko;seletar_sg;seletar-singapur;Prague;Seletar;Česko;Czechia;Singapur;Singapore;https://www.kiwi.com/cz/cheap-flights/praha-cesko/seletar-singapur/;https://www.kiwi.com/cz/hledej/results/praha-cesko/seletar-singapur/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/seletar-singapur/anytime;CZK;cz
PRG;FNC;https://images.kiwi.com/photos/1280x720/funchal_pt.jpg;Funchal, travel destination, city;Praha - Funchal;https://kiwi.com/cz/hledej/results/praha-cesko/funchal-portugal;Praha;Funchal;1029 CZK;3870 CZK;;PRG-FNC;;CZ;PT;prague_cz;praha-cesko;funchal_pt;funchal-portugal;Prague;Funchal;Česko;Czechia;Portugalsko;Portugal;https://www.kiwi.com/cz/cheap-flights/praha-cesko/funchal-portugal/;https://www.kiwi.com/cz/hledej/results/praha-cesko/funchal-portugal/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/funchal-portugal/anytime;CZK;cz
PRG;YAM;https://images.kiwi.com/photos/1280x720/sault-ste-marie_on_ca.jpg;Sault Ste. Marie, travel destination, city;Praha - Sault Ste. Marie;https://kiwi.com/cz/hledej/results/praha-cesko/sault-ste-marie-ontario-kanada;Praha;Sault Ste. Marie;8989 CZK; CZK;;PRG-YAM;;CZ;CA;prague_cz;praha-cesko;sault-ste-marie_on_ca;sault-ste-marie-ontario-kanada;Prague;Sault Ste. Marie;Česko;Czechia;Kanada;Canada;https://www.kiwi.com/cz/cheap-flights/praha-cesko/sault-ste-marie-ontario-kanada/;https://www.kiwi.com/cz/hledej/results/praha-cesko/sault-ste-marie-ontario-kanada/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/sault-ste-marie-ontario-kanada/anytime;CZK;cz
OSR;MLA;https://images.kiwi.com/photos/1280x720/malta_mt.jpg;Malta, travel destination, city;Ostrava - Malta;https://kiwi.com/cz/hledej/results/ostrava-cesko/malta-malta;Ostrava;Malta;1470 CZK;3552 CZK;;OSR-MLA;;CZ;MT;ostrava_cz;ostrava-cesko;malta_mt;malta-malta;Ostrava;Malta;Česko;Czechia;Malta;Malta;https://www.kiwi.com/cz/cheap-flights/ostrava-cesko/malta-malta/;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/malta-malta/anytime/no-return;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/malta-malta/anytime;CZK;cz
BRQ;AMM;https://images.kiwi.com/photos/1280x720/amman_jo.jpg;Ammán, travel destination, city;Brno - Ammán;https://kiwi.com/cz/hledej/results/brno-cesko/amman-jordansko;Brno;Ammán;1592 CZK;4482 CZK;;BRQ-AMM;;CZ;JO;brno_cz;brno-cesko;amman_jo;amman-jordansko;Brno;Amman;Česko;Czechia;Jordánsko;Jordan;https://www.kiwi.com/cz/cheap-flights/brno-cesko/amman-jordansko/;https://www.kiwi.com/cz/hledej/results/brno-cesko/amman-jordansko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/brno-cesko/amman-jordansko/anytime;CZK;cz
PRG;CHC;https://images.kiwi.com/photos/1280x720/christchurch_nz.jpg;Christchurch, travel destination, city;Praha - Christchurch;https://kiwi.com/cz/hledej/results/praha-cesko/christchurch-novy-zeland;Praha;Christchurch;18101 CZK;35639 CZK;;PRG-CHC;;CZ;NZ;prague_cz;praha-cesko;christchurch_nz;christchurch-novy-zeland;Prague;Christchurch;Česko;Czechia;Nový Zéland;New Zealand;https://www.kiwi.com/cz/cheap-flights/praha-cesko/christchurch-novy-zeland/;https://www.kiwi.com/cz/hledej/results/praha-cesko/christchurch-novy-zeland/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/christchurch-novy-zeland/anytime;CZK;cz
OSR;AHO;https://images.kiwi.com/photos/1280x720/alghero_it.jpg;Alghero, travel destination, city;Ostrava - Alghero;https://kiwi.com/cz/hledej/results/ostrava-cesko/alghero-italie;Ostrava;Alghero;1592 CZK;3527 CZK;;OSR-AHO;;CZ;IT;ostrava_cz;ostrava-cesko;alghero_it;alghero-italie;Ostrava;Alghero;Česko;Czechia;Itálie;Italy;https://www.kiwi.com/cz/cheap-flights/ostrava-cesko/alghero-italie/;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/alghero-italie/anytime/no-return;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/alghero-italie/anytime;CZK;cz
PRG;MOL;https://images.kiwi.com/photos/1280x720/molde_no.jpg;Molde, travel destination, city;Praha - Molde;https://kiwi.com/cz/hledej/results/praha-cesko/molde-norsko;Praha;Molde;2400 CZK;5119 CZK;;PRG-MOL;;CZ;NO;prague_cz;praha-cesko;molde_no;molde-norsko;Prague;Molde;Česko;Czechia;Norsko;Norway;https://www.kiwi.com/cz/cheap-flights/praha-cesko/molde-norsko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/molde-norsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/molde-norsko/anytime;CZK;cz
PRG;AKX;https://images.kiwi.com/photos/1280x720/aktobe_kz.jpg;Aktobe, travel destination, city;Praha - Aktobe;https://kiwi.com/cz/hledej/results/praha-cesko/aktobe-kazachstan;Praha;Aktobe;6589 CZK;10777 CZK;;PRG-AKX;;CZ;KZ;prague_cz;praha-cesko;aktobe_kz;aktobe-kazachstan;Prague;Aktobe;Česko;Czechia;Kazachstán;Kazakhstan;https://www.kiwi.com/cz/cheap-flights/praha-cesko/aktobe-kazachstan/;https://www.kiwi.com/cz/hledej/results/praha-cesko/aktobe-kazachstan/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/aktobe-kazachstan/anytime;CZK;cz
PRG;BLR;https://images.kiwi.com/photos/1280x720/bengaluru_in.jpg;Bengalúru, travel destination, city;Praha - Bengalúru;https://kiwi.com/cz/hledej/results/praha-cesko/bengaluru-indie;Praha;Bengalúru;6515 CZK;15652 CZK;;PRG-BLR;;CZ;IN;prague_cz;praha-cesko;bengaluru_in;bengaluru-indie;Prague;Bengaluru;Česko;Czechia;Indie;India;https://www.kiwi.com/cz/cheap-flights/praha-cesko/bengaluru-indie/;https://www.kiwi.com/cz/hledej/results/praha-cesko/bengaluru-indie/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/bengaluru-indie/anytime;CZK;cz
