origin_airport;destination_airport;image_url;image_tag;description;url;origin_city;destination_city;price_oneway;price_round;applink;route;priority;origin_country_2lc;destination_country_2lc;origin_location_id;origin_slug;destination_location_id;destination_slug;origin_city_en;destination_city_en;origin_country;origin_country_en;destination_country;destination_country_en;cheap_landing_page_url;search_results_url_oneway;search_results_url_return;currency;language
OSR;AYT;https://images.kiwi.com/photos/1280x720/antalya_tr.jpg;Antalya, travel destination, city;Ostrava - Antalya;https://kiwi.com/cz/hledej/results/ostrava-cesko/antalya-turecko;Ostrava;Antalya;3037 CZK;6442 CZK;;OSR-AYT;;CZ;TR;ostrava_cz;ostrava-cesko;antalya_tr;antalya-turecko;Ostrava;Antalya;Česko;Czechia;Turecko;Turkey;https://www.kiwi.com/cz/cheap-flights/ostrava-cesko/antalya-turecko/;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/antalya-turecko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/antalya-turecko/anytime;CZK;cz
BRQ;SFO;https://images.kiwi.com/photos/1280x720/san-francisco_ca_us.jpg;San Francisco, travel destination, city;Brno - San Francisco;https://kiwi.com/cz/hledej/results/brno-cesko/san-francisco-california-spojene-staty;Brno;San Francisco;9161 CZK;17048 CZK;;BRQ-SFO;;CZ;US;brno_cz;brno-cesko;san-francisco_ca_us;san-francisco-california-spojene-staty;Brno;San Francisco;Česko;Czechia;Spojené státy;United States;https://www.kiwi.com/cz/cheap-flights/brno-cesko/san-francisco-california-spojene-staty/;https://www.kiwi.com/cz/hledej/results/brno-cesko/san-francisco-california-spojene-staty/anytime/no-return;https://www.kiwi.com/cz/hledej/results/brno-cesko/san-francisco-california-spojene-staty/anytime;CZK;cz
PRG;ALG;https://images.kiwi.com/photos/1280x720/algiers_dz.jpg;Alžír, travel destination, city;Praha - Alžír;https://kiwi.com/cz/hledej/results/praha-cesko/alzir-alzirsko;Praha;Alžír;2792 CZK;5389 CZK;;PRG-ALG;;CZ;DZ;prague_cz;praha-cesko;algiers_dz;alzir-alzirsko;Prague;Algiers;Česko;Czechia;Alžírsko;Algeria;https://www.kiwi.com/cz/cheap-flights/praha-cesko/alzir-alzirsko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/alzir-alzirsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/alzir-alzirsko/anytime;CZK;cz
PRG;KKN;https://images.kiwi.com/photos/1280x720/kirkenes_no.jpg;Kirkenes, travel destination, city;Praha - Kirkenes;https://kiwi.com/cz/hledej/results/praha-cesko/kirkenes-norsko;Praha;Kirkenes;3160 CZK;6613 CZK;;PRG-KKN;;CZ;NO;prague_cz;praha-cesko;kirkenes_no;kirkenes-norsko;Prague;Kirkenes;Česko;Czechia;Norsko;Norway;https://www.kiwi.com/cz/cheap-flights/praha-cesko/kirkenes-norsko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/kirkenes-norsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/kirkenes-norsko/anytime;CZK;cz
PRG;MBA;https://images.kiwi.com/photos/1280x720/mombasa_ke.jpg;Mombasa, travel destination, city;Praha - Mombasa;https://kiwi.com/cz/hledej/results/praha-cesko/mombasa-kena;Praha;Mombasa;7422 CZK;18028 CZK;;PRG-MBA;;CZ;KE;prague_cz;praha-cesko;mombasa_ke;mombasa-kena;Prague;Mombasa;Česko;Czechia;Keňa;Kenya;https://www.kiwi.com/cz/cheap-flights/praha-cesko/mombasa-kena/;https://www.kiwi.com/cz/hledej/results/praha-cesko/mombasa-kena/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/mombasa-kena/anytime;CZK;cz
PRG;SFT;https://images.kiwi.com/photos/1280x720/skelleftea_se.jpg;Skellefteå, travel destination, city;Praha - Skellefteå;https://kiwi.com/cz/hledej/results/praha-cesko/skelleftea-svedsko;Praha;Skellefteå;2302 CZK;4923 CZK;;PRG-SFT;;CZ;SE;prague_cz;praha-cesko;skelleftea_se;skelleftea-svedsko;Prague;Skellefteå;Česko;Czechia;Švédsko;Sweden;https://www.kiwi.com/cz/cheap-flights/praha-cesko/skelleftea-svedsko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/skelleftea-svedsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/skelleftea-svedsko/anytime;CZK;cz
PRG;BSR;https://images.kiwi.com/photos/1280x720/basra_iq.jpg;Basra, travel destination, city;Praha - Basra;https://kiwi.com/cz/hledej/results/praha-cesko/basra-irak;Praha;Basra;4066 CZK;8279 CZK;;PRG-BSR;;CZ;IQ;prague_cz;praha-cesko;basra_iq;basra-irak;Prague;Basra;Česko;Czechia;Irák;Iraq;https://www.kiwi.com/cz/cheap-flights/praha-cesko/basra-irak/;https://www.kiwi.com/cz/hledej/results/praha-cesko/basra-irak/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/basra-irak/anytime;CZK;cz
PRG;KUO;https://images.kiwi.com/photos/1280x720/kuopio_fi.jpg;Kuopio, travel destination, city;Praha - Kuopio;https://kiwi.com/cz/hledej/results/praha-cesko/kuopio-finsko;Praha;Kuopio;3429 CZK;4164 CZK;;PRG-KUO;;CZ;FI;prague_cz;praha-cesko;kuopio_fi;kuopio-finsko;Prague;Kuopio;Česko;Czechia;Finsko;Finland;https://www.kiwi.com/cz/cheap-flights/praha-cesko/kuopio-finsko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/kuopio-finsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/kuopio-finsko/anytime;CZK;cz
PRG;EZS;https://images.kiwi.com/photos/1280x720/elazig_tr.jpg;Elâzığ, travel destination, city;Praha - Elâzığ;https://kiwi.com/cz/hledej/results/praha-cesko/elazig-turecko;Praha;Elâzığ;2278 CZK;5119 CZK;;PRG-EZS;;CZ;TR;prague_cz;praha-cesko;elazig_tr;elazig-turecko;Prague;Elazığ;Česko;Czechia;Turecko;Turkey;https://www.kiwi.com/cz/cheap-flights/praha-cesko/elazig-turecko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/elazig-turecko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/elazig-turecko/anytime;CZK;cz
OSR;CGN;https://images.kiwi.com/photos/1280x720/cologne_de.jpg;Kolín nad Rýnem, travel destination, city;Ostrava - Kolín nad Rýnem;https://kiwi.com/cz/hledej/results/ostrava-cesko/kolin-nad-rynem-nemecko;Ostrava;Kolín nad Rýnem;1519 CZK;2743 CZK;;OSR-CGN;;CZ;DE;ostrava_cz;ostrava-cesko;cologne_de;kolin-nad-rynem-nemecko;Ostrava;Cologne;Česko;Czechia;Německo;Germany;https://www.kiwi.com/cz/cheap-flights/ostrava-cesko/kolin-nad-rynem-nemecko/;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/kolin-nad-rynem-nemecko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/kolin-nad-rynem-nemecko/anytime;CZK;cz
PRG;ORF;https://images.kiwi.com/photos/1280x720/norfolk_va_us.jpg;Norfolk, travel destination, city;Praha - Norfolk;https://kiwi.com/cz/hledej/results/praha-cesko/norfolk-virginie-spojene-staty;Praha;Norfolk; CZK;17366 CZK;;PRG-ORF;;CZ;US;prague_cz;praha-cesko;norfolk_va_us;norfolk-virginie-spojene-staty;Prague;Norfolk;Česko;Czechia;Spojené státy;United States;https://www.kiwi.com/cz/cheap-flights/praha-cesko/norfolk-virginie-spojene-staty/;https://www.kiwi.com/cz/hledej/results/praha-cesko/norfolk-virginie-spojene-staty/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/norfolk-virginie-spojene-staty/anytime;CZK;cz
BRQ;MAH;https://images.kiwi.com/photos/1280x720/minorca_es.jpg;Menorca, travel destination, city;Brno - Menorca;https://kiwi.com/cz/hledej/results/brno-cesko/menorca-spanelsko;Brno;Menorca;1739 CZK;4090 CZK;;BRQ-MAH;;CZ;ES;brno_cz;brno-cesko;minorca_es;menorca-spanelsko;Brno;Menorca;Česko;Czechia;Španělsko;Spain;https://www.kiwi.com/cz/cheap-flights/brno-cesko/menorca-spanelsko/;https://www.kiwi.com/cz/hledej/results/brno-cesko/menorca-spanelsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/brno-cesko/menorca-spanelsko/anytime;CZK;cz
PRG;MQM;https://images.kiwi.com/photos/1280x720/mardin_tr.jpg;Mardin, travel destination, city;Praha - Mardin;https://kiwi.com/cz/hledej/results/praha-cesko/mardin-turecko;Praha;Mardin;3454 CZK;6344 CZK;;PRG-MQM;;CZ;TR;prague_cz;praha-cesko;mardin_tr;mardin-turecko;Prague;Mardin;Česko;Czechia;Turecko;Turkey;https://www.kiwi.com/cz/cheap-flights/praha-cesko/mardin-turecko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/mardin-turecko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/mardin-turecko/anytime;CZK;cz
PRG;AUA;https://images.kiwi.com/photos/1280x720/aruba_aw.jpg;Aruba, travel destination, city;Praha - Aruba;https://kiwi.com/cz/hledej/results/praha-cesko/aruba-aruba;Praha;Aruba;10630 CZK;17342 CZK;;PRG-AUA;;CZ;AW;prague_cz;praha-cesko;aruba_aw;aruba-aruba;Prague;Aruba;Česko;Czechia;Aruba;Aruba;https://www.kiwi.com/cz/cheap-flights/praha-cesko/aruba-aruba/;https://www.kiwi.com/cz/hledej/results/praha-cesko/aruba-aruba/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/aruba-aruba/anytime;CZK;cz
PRG;MST;https://images.kiwi.com/photos/1280x720/maastricht_nl.jpg;Maastricht, travel destination, city;Praha - Maastricht;https://kiwi.com/cz/hledej/results/praha-cesko/maastricht-nizozemsko;Praha;Maastricht;1323 CZK;2572 CZK;;PRG-MST;;CZ;NL;prague_cz;praha-cesko;maastricht_nl;maastricht-nizozemsko;Prague;Maastricht;Česko;Czechia;Nizozemsko;Netherlands;https://www.kiwi.com/cz/cheap-flights/praha-cesko/maastricht-nizozemsko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/maastricht-nizozemsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/maastricht-nizozemsko/anytime;CZK;cz
OSR;PMI;https://images.kiwi.com/photos/1280x720/palma_es.jpg;Palma de Mallorca, travel destination, city;Ostrava - Palma de Mallorca;https://kiwi.com/cz/hledej/results/ostrava-cesko/palma-de-mallorca-spanelsko;Ostrava;Palma de Mallorca;1960 CZK;3503 CZK;;OSR-PMI;;CZ;ES;ostrava_cz;ostrava-cesko;palma_es;palma-de-mallorca-spanelsko;Ostrava;Palma, Majorca;Česko;Czechia;Španělsko;Spain;https://www.kiwi.com/cz/cheap-flights/ostrava-cesko/palma-de-mallorca-spanelsko/;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/palma-de-mallorca-spanelsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/palma-de-mallorca-spanelsko/anytime;CZK;cz
PRG;RVN;https://images.kiwi.com/photos/1280x720/rovaniemi_fi.jpg;Rovaniemi, travel destination, city;Praha - Rovaniemi;https://kiwi.com/cz/hledej/results/praha-cesko/rovaniemi-finsko;Praha;Rovaniemi;3552 CZK;6295 CZK;;PRG-RVN;;CZ;FI;prague_cz;praha-cesko;rovaniemi_fi;rovaniemi-finsko;Prague;Rovaniemi;Česko;Czechia;Finsko;Finland;https://www.kiwi.com/cz/cheap-flights/praha-cesko/rovaniemi-finsko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/rovaniemi-finsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/rovaniemi-finsko/anytime;CZK;cz
BRQ;CHQ;https://images.kiwi.com/photos/1280x720/chania_gr.jpg;Chania, travel destination, city;Brno - Chania;https://kiwi.com/cz/hledej/results/brno-cesko/chania-recko;Brno;Chania;2768 CZK;5046 CZK;;BRQ-CHQ;;CZ;GR;brno_cz;brno-cesko;chania_gr;chania-recko;Brno;Chania;Česko;Czechia;Řecko;Greece;https://www.kiwi.com/cz/cheap-flights/brno-cesko/chania-recko/;https://www.kiwi.com/cz/hledej/results/brno-cesko/chania-recko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/brno-cesko/chania-recko/anytime;CZK;cz
PRG;VAR;https://images.kiwi.com/photos/1280x720/varna_bg.jpg;Varna, travel destination, city;Praha - Varna;https://kiwi.com/cz/hledej/results/praha-cesko/varna-bulharsko;Praha;Varna;539 CZK;1151 CZK;;PRG-VAR;;CZ;BG;prague_cz;praha-cesko;varna_bg;varna-bulharsko;Prague;Varna;Česko;Czechia;Bulharsko;Bulgaria;https://www.kiwi.com/cz/cheap-flights/praha-cesko/varna-bulharsko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/varna-bulharsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/varna-bulharsko/anytime;CZK;cz
OSR;IST;https://images.kiwi.com/photos/1280x720/istanbul_tr.jpg;Istanbul, travel destination, city;Ostrava - Istanbul;https://kiwi.com/cz/hledej/results/ostrava-cesko/istanbul-turecko;Ostrava;Istanbul;2670 CZK;4948 CZK;;OSR-IST;;CZ;TR;ostrava_cz;ostrava-cesko;istanbul_tr;istanbul-turecko;Ostrava;Istanbul;Česko;Czechia;Turecko;Turkey;https://www.kiwi.com/cz/cheap-flights/ostrava-cesko/istanbul-turecko/;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/istanbul-turecko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/istanbul-turecko/anytime;CZK;cz
BRQ;BEG;https://images.kiwi.com/photos/1280x720/belgrade_rs.jpg;Bělehrad, travel destination, city;Brno - Bělehrad;https://kiwi.com/cz/hledej/results/brno-cesko/belehrad-srbsko;Brno;Bělehrad;2841 CZK;4286 CZK;;BRQ-BEG;;CZ;RS;brno_cz;brno-cesko;belgrade_rs;belehrad-srbsko;Brno;Belgrade;Česko;Czechia;Srbsko;Serbia;https://www.kiwi.com/cz/cheap-flights/brno-cesko/belehrad-srbsko/;https://www.kiwi.com/cz/hledej/results/brno-cesko/belehrad-srbsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/brno-cesko/belehrad-srbsko/anytime;CZK;cz
BRQ;NCE;https://images.kiwi.com/photos/1280x720/nice_fr.jpg;Nice, travel destination, city;Brno - Nice;https://kiwi.com/cz/hledej/results/brno-cesko/nice-francie;Brno;Nice;1323 CZK;4041 CZK;;BRQ-NCE;;CZ;FR;brno_cz;brno-cesko;nice_fr;nice-francie;Brno;Nice;Česko;Czechia;Francie;France;https://www.kiwi.com/cz/cheap-flights/brno-cesko/nice-francie/;https://www.kiwi.com/cz/hledej/results/brno-cesko/nice-francie/anytime/no-return;https://www.kiwi.com/cz/hledej/results/brno-cesko/nice-francie/anytime;CZK;cz
BRQ;CRL;https://images.kiwi.com/photos/1280x720/brussels_be.jpg;Brusel, travel destination, city;Brno - Brusel;https://kiwi.com/cz/hledej/results/brno-cesko/brusel-belgie;Brno;Brusel;1715 CZK;3331 CZK;;BRQ-CRL;;CZ;BE;brno_cz;brno-cesko;brussels_be;brusel-belgie;Brno;Brussels;Česko;Czechia;Belgie;Belgium;https://www.kiwi.com/cz/cheap-flights/brno-cesko/brusel-belgie/;https://www.kiwi.com/cz/hledej/results/brno-cesko/brusel-belgie/anytime/no-return;https://www.kiwi.com/cz/hledej/results/brno-cesko/brusel-belgie/anytime;CZK;cz
PRG;PHX;https://images.kiwi.com/photos/1280x720/phoenix_az_us.jpg;Phoenix, travel destination, city;Praha - Phoenix;https://kiwi.com/cz/hledej/results/praha-cesko/phoenix-arizona-spojene-staty;Praha;Phoenix;9871 CZK;14427 CZK;;PRG-PHX;;CZ;US;prague_cz;praha-cesko;phoenix_az_us;phoenix-arizona-spojene-staty;Prague;Phoenix;Česko;Czechia;Spojené státy;United States;https://www.kiwi.com/cz/cheap-flights/praha-cesko/phoenix-arizona-spojene-staty/;https://www.kiwi.com/cz/hledej/results/praha-cesko/phoenix-arizona-spojene-staty/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/phoenix-arizona-spojene-staty/anytime;CZK;cz
PRG;VAA;https://images.kiwi.com/photos/1280x720/vaasa_fi.jpg;Vaasa, travel destination, city;Praha - Vaasa;https://kiwi.com/cz/hledej/results/praha-cesko/vaasa-finsko;Praha;Vaasa;4017 CZK;7593 CZK;;PRG-VAA;;CZ;FI;prague_cz;praha-cesko;vaasa_fi;vaasa-finsko;Prague;Vaasa;Česko;Czechia;Finsko;Finland;https://www.kiwi.com/cz/cheap-flights/praha-cesko/vaasa-finsko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/vaasa-finsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/vaasa-finsko/anytime;CZK;cz
PRG;YQY;https://images.kiwi.com/photos/1280x720/sydney_ns_ca.jpg;Sydney, travel destination, city;Praha - Sydney;https://kiwi.com/cz/hledej/results/praha-cesko/sydney-nove-skotsko-kanada;Praha;Sydney;8965 CZK; CZK;;PRG-YQY;;CZ;CA;prague_cz;praha-cesko;sydney_ns_ca;sydney-nove-skotsko-kanada;Prague;Sydney;Česko;Czechia;Kanada;Canada;https://www.kiwi.com/cz/cheap-flights/praha-cesko/sydney-nove-skotsko-kanada/;https://www.kiwi.com/cz/hledej/results/praha-cesko/sydney-nove-skotsko-kanada/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/sydney-nove-skotsko-kanada/anytime;CZK;cz
OSR;SPU;https://images.kiwi.com/photos/1280x720/split_hr.jpg;Split, travel destination, city;Ostrava - Split;https://kiwi.com/cz/hledej/results/ostrava-cesko/split-chorvatsko;Ostrava;Split;3209 CZK;7912 CZK;;OSR-SPU;;CZ;HR;ostrava_cz;ostrava-cesko;split_hr;split-chorvatsko;Ostrava;Split;Česko;Czechia;Chorvatsko;Croatia;https://www.kiwi.com/cz/cheap-flights/ostrava-cesko/split-chorvatsko/;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/split-chorvatsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/ostrava-cesko/split-chorvatsko/anytime;CZK;cz
PRG;OHD;https://images.kiwi.com/photos/1280x720/ohrid_mk.jpg;Ohrid, travel destination, city;Praha - Ohrid;https://kiwi.com/cz/hledej/results/praha-cesko/ohrid-makedonie-fyrom-;Praha;Ohrid;2106 CZK;6466 CZK;;PRG-OHD;;CZ;MK;prague_cz;praha-cesko;ohrid_mk;ohrid-makedonie-fyrom-;Prague;Ohrid;Česko;Czechia;Republika Severní Makedonie;Republic of North Macedonia;https://www.kiwi.com/cz/cheap-flights/praha-cesko/ohrid-makedonie-fyrom-/;https://www.kiwi.com/cz/hledej/results/praha-cesko/ohrid-makedonie-fyrom-/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/ohrid-makedonie-fyrom-/anytime;CZK;cz
PRG;ANU;https://images.kiwi.com/photos/1280x720/antigua_ag.jpg;Antigua, travel destination, city;Praha - Antigua;https://kiwi.com/cz/hledej/results/praha-cesko/antigua-antigua-a-barbuda;Praha;Antigua;10655 CZK;22632 CZK;;PRG-ANU;;CZ;AG;prague_cz;praha-cesko;antigua_ag;antigua-antigua-a-barbuda;Prague;Antigua;Česko;Czechia;Antigua a Barbuda;Antigua & Barbuda;https://www.kiwi.com/cz/cheap-flights/praha-cesko/antigua-antigua-a-barbuda/;https://www.kiwi.com/cz/hledej/results/praha-cesko/antigua-antigua-a-barbuda/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/antigua-antigua-a-barbuda/anytime;CZK;cz
PRG;LRM;https://images.kiwi.com/photos/1280x720/la-romana_do.jpg;La Romana, travel destination, city;Praha - La Romana;https://kiwi.com/cz/hledej/results/praha-cesko/la-romana-dominikanska-republika;Praha;La Romana;7177 CZK;19375 CZK;;PRG-LRM;;CZ;DO;prague_cz;praha-cesko;la-romana_do;la-romana-dominikanska-republika;Prague;La Romana;Česko;Czechia;Dominikánská republika;Dominican Republic;https://www.kiwi.com/cz/cheap-flights/praha-cesko/la-romana-dominikanska-republika/;https://www.kiwi.com/cz/hledej/results/praha-cesko/la-romana-dominikanska-republika/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/la-romana-dominikanska-republika/anytime;CZK;cz
PRG;SJC;https://images.kiwi.com/photos/1280x720/san-jose_ca_us.jpg;San José, travel destination, city;Praha - San José;https://kiwi.com/cz/hledej/results/praha-cesko/san-jose-california-spojene-staty;Praha;San José;9969 CZK;15064 CZK;;PRG-SJC;;CZ;US;prague_cz;praha-cesko;san-jose_ca_us;san-jose-california-spojene-staty;Prague;San Jose;Česko;Czechia;Spojené státy;United States;https://www.kiwi.com/cz/cheap-flights/praha-cesko/san-jose-california-spojene-staty/;https://www.kiwi.com/cz/hledej/results/praha-cesko/san-jose-california-spojene-staty/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/san-jose-california-spojene-staty/anytime;CZK;cz
PRG;SDQ;https://images.kiwi.com/photos/1280x720/santo-domingo_do.jpg;Santo Domingo, travel destination, city;Praha - Santo Domingo;https://kiwi.com/cz/hledej/results/praha-cesko/santo-domingo-dominikanska-republika;Praha;Santo Domingo;7691 CZK;17317 CZK;;PRG-SDQ;;CZ;DO;prague_cz;praha-cesko;santo-domingo_do;santo-domingo-dominikanska-republika;Prague;Santo Domingo;Česko;Czechia;Dominikánská republika;Dominican Republic;https://www.kiwi.com/cz/cheap-flights/praha-cesko/santo-domingo-dominikanska-republika/;https://www.kiwi.com/cz/hledej/results/praha-cesko/santo-domingo-dominikanska-republika/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/santo-domingo-dominikanska-republika/anytime;CZK;cz
PRG;ABV;https://images.kiwi.com/photos/1280x720/abuja_ng.jpg;Abuja, travel destination, city;Praha - Abuja;https://kiwi.com/cz/hledej/results/praha-cesko/abuja-nigerie;Praha;Abuja;10532 CZK;20379 CZK;;PRG-ABV;;CZ;NG;prague_cz;praha-cesko;abuja_ng;abuja-nigerie;Prague;Abuja;Česko;Czechia;Nigérie;Nigeria;https://www.kiwi.com/cz/cheap-flights/praha-cesko/abuja-nigerie/;https://www.kiwi.com/cz/hledej/results/praha-cesko/abuja-nigerie/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/abuja-nigerie/anytime;CZK;cz
PRG;JMK;https://images.kiwi.com/photos/1280x720/mykonos_gr.jpg;Mykonos, travel destination, city;Praha - Mykonos;https://kiwi.com/cz/hledej/results/praha-cesko/mykonos-recko;Praha;Mykonos;2204 CZK;4139 CZK;;PRG-JMK;;CZ;GR;prague_cz;praha-cesko;mykonos_gr;mykonos-recko;Prague;Mykonos;Česko;Czechia;Řecko;Greece;https://www.kiwi.com/cz/cheap-flights/praha-cesko/mykonos-recko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/mykonos-recko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/mykonos-recko/anytime;CZK;cz
BRQ;PSA;https://images.kiwi.com/photos/1280x720/pisa_it.jpg;Pisa, travel destination, city;Brno - Pisa;https://kiwi.com/cz/hledej/results/brno-cesko/pisa-italie;Brno;Pisa;2327 CZK;3944 CZK;;BRQ-PSA;;CZ;IT;brno_cz;brno-cesko;pisa_it;pisa-italie;Brno;Pisa;Česko;Czechia;Itálie;Italy;https://www.kiwi.com/cz/cheap-flights/brno-cesko/pisa-italie/;https://www.kiwi.com/cz/hledej/results/brno-cesko/pisa-italie/anytime/no-return;https://www.kiwi.com/cz/hledej/results/brno-cesko/pisa-italie/anytime;CZK;cz
PRG;BAY;https://images.kiwi.com/photos/1280x720/baia-mare_ro.jpg;Baia Mare, travel destination, city;Praha - Baia Mare;https://kiwi.com/cz/hledej/results/praha-cesko/baia-mare-romania;Praha;Baia Mare;2204 CZK;4360 CZK;;PRG-BAY;;CZ;RO;prague_cz;praha-cesko;baia-mare_ro;baia-mare-romania;Prague;Baia Mare;Česko;Czechia;Rumunsko;Romania;https://www.kiwi.com/cz/cheap-flights/praha-cesko/baia-mare-romania/;https://www.kiwi.com/cz/hledej/results/praha-cesko/baia-mare-romania/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/baia-mare-romania/anytime;CZK;cz
PRG;RAR;https://images.kiwi.com/photos/1280x720/rarotonga_ck.jpg;Rarotonga, travel destination, city;Praha - Rarotonga;https://kiwi.com/cz/hledej/results/praha-cesko/rarotonga-cookovy-ostrovy;Praha;Rarotonga;22387 CZK;46906 CZK;;PRG-RAR;;CZ;CK;prague_cz;praha-cesko;rarotonga_ck;rarotonga-cookovy-ostrovy;Prague;Rarotonga;Česko;Czechia;Cookovy ostrovy;Cook Islands;https://www.kiwi.com/cz/cheap-flights/praha-cesko/rarotonga-cookovy-ostrovy/;https://www.kiwi.com/cz/hledej/results/praha-cesko/rarotonga-cookovy-ostrovy/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/rarotonga-cookovy-ostrovy/anytime;CZK;cz
PRG;REP;https://images.kiwi.com/photos/1280x720/siem-reap_kh.jpg;Siem Reap, travel destination, city;Praha - Siem Reap;https://kiwi.com/cz/hledej/results/praha-cesko/siem-reap-kambodza;Praha;Siem Reap;10116 CZK;22436 CZK;;PRG-REP;;CZ;KH;prague_cz;praha-cesko;siem-reap_kh;siem-reap-kambodza;Prague;Siem Reap;Česko;Czechia;Kambodža;Cambodia;https://www.kiwi.com/cz/cheap-flights/praha-cesko/siem-reap-kambodza/;https://www.kiwi.com/cz/hledej/results/praha-cesko/siem-reap-kambodza/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/siem-reap-kambodza/anytime;CZK;cz
PRG;KSU;https://images.kiwi.com/photos/1280x720/kristiansund_no.jpg;Kristiansund, travel destination, city;Praha - Kristiansund;https://kiwi.com/cz/hledej/results/praha-cesko/kristiansund-norsko;Praha;Kristiansund;2866 CZK;5511 CZK;;PRG-KSU;;CZ;NO;prague_cz;praha-cesko;kristiansund_no;kristiansund-norsko;Prague;Kristiansund;Česko;Czechia;Norsko;Norway;https://www.kiwi.com/cz/cheap-flights/praha-cesko/kristiansund-norsko/;https://www.kiwi.com/cz/hledej/results/praha-cesko/kristiansund-norsko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/kristiansund-norsko/anytime;CZK;cz
BRQ;CFU;https://images.kiwi.com/photos/1280x720/corfu_gr.jpg;Korfu, travel destination, city;Brno - Korfu;https://kiwi.com/cz/hledej/results/brno-cesko/korfu-recko;Brno;Korfu;2425 CZK;4703 CZK;;BRQ-CFU;;CZ;GR;brno_cz;brno-cesko;corfu_gr;korfu-recko;Brno;Corfu;Česko;Czechia;Řecko;Greece;https://www.kiwi.com/cz/cheap-flights/brno-cesko/korfu-recko/;https://www.kiwi.com/cz/hledej/results/brno-cesko/korfu-recko/anytime/no-return;https://www.kiwi.com/cz/hledej/results/brno-cesko/korfu-recko/anytime;CZK;cz
PRG;SIN;https://images.kiwi.com/photos/1280x720/singapore_sg.jpg;Singapore, travel destination, city;Praha - Singapore;https://kiwi.com/cz/hledej/results/praha-cesko/singapore-singapur;Praha;Singapore;7495 CZK;15260 CZK;;PRG-SIN;;CZ;SG;prague_cz;praha-cesko;singapore_sg;singapore-singapur;Prague;Singapore;Česko;Czechia;Singapur;Singapore;https://www.kiwi.com/cz/cheap-flights/praha-cesko/singapore-singapur/;https://www.kiwi.com/cz/hledej/results/praha-cesko/singapore-singapur/anytime/no-return;https://www.kiwi.com/cz/hledej/results/praha-cesko/singapore-singapur/anytime;CZK;cz
